Event Date,Hours Absent,Function Category
2021-07-05,4,S7 - STD Pay @75%
2021-07-06,4,S7 - STD Pay @75%
2021-07-07,4,S7 - STD Pay @75%
2021-07-08,4,S7 - STD Pay @75%
2021-07-11,4,S7 - STD Pay @75%
2021-07-12,4,S7 - STD Pay @75%
2021-07-13,4,S7 - STD Pay @75%
2021-07-14,4,S7 - STD Pay @75%
2021-07-15,4,S7 - STD Pay @75%
2021-07-18,4,S7 - STD Pay @75%
2021-07-19,4,S7 - STD Pay @75%
2021-07-20,4,S7 - STD Pay @75%
2021-07-21,4,S7 - STD Pay @75%
2021-07-22,4,S7 - STD Pay @75%
2021-07-25,4,S7 - STD Pay @75%
2021-07-26,4,S7 - STD Pay @75%
2021-07-27,4,S7 - STD Pay @75%
2021-07-28,4,S7 - STD Pay @75%
2021-07-29,4,S7E - STD Pay @ 75% Incident End
2021-08-14,4,S7 - STD Pay @75%
2021-08-14,-4,S7E - STD Pay @ 75% Incident End
2021-06-04,10,SI - STD Pay @ 100%
2021-06-05,10,SI - STD Pay @ 100%
2021-06-06,10,SI - STD Pay @ 100%
2021-06-07,10,SI - STD Pay @ 100%
2021-06-08,10,SIE - STD Pay @ 100% Incident End
2021-07-03,8,SIE - STD Pay @ 100% Incident End
2021-11-03,10,SIE - STD Pay @ 100% Incident End
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SIE - STD Pay @ 100% Incident End
2021-07-05,8,SIE - STD Pay @ 100% Incident End
2021-08-11,8,SIE - STD Pay @ 100% Incident End
2021-09-07,8,SIE - STD Pay @ 100% Incident End
2021-10-29,8,S7 - STD Pay @75%
2021-11-01,8,S7 - STD Pay @75%
2021-11-02,8,S7 - STD Pay @75%
2021-11-03,8,S7 - STD Pay @75%
2021-11-04,8,S7 - STD Pay @75%
2021-11-05,8,S7E - STD Pay @ 75% Incident End
2021-10-14,2,LS9 - Limited Sick @ 90%
2021-11-01,3.41,LS9 - Limited Sick @ 90%
2021-07-26,5,LS9 - Limited Sick @ 90%
2021-07-29,5.4,LS9 - Limited Sick @ 90%
2021-07-23,10,SIE - STD Pay @ 100% Incident End
2021-08-09,10,SI - STD Pay @ 100%
2021-08-10,10,SIE - STD Pay @ 100% Incident End
2021-05-06,5.5,SI - STD Pay @ 100%
2021-05-07,7.5,SI - STD Pay @ 100%
2021-05-10,7.5,SI - STD Pay @ 100%
2021-05-11,7.5,SI - STD Pay @ 100%
2021-05-12,7.5,SI - STD Pay @ 100%
2021-05-13,7.5,SI - STD Pay @ 100%
2021-05-14,7.5,SIE - STD Pay @ 100% Incident End
2021-02-05,10,SI - STD Pay @ 100%
2021-02-06,9.8,SI - STD Pay @ 100%
2021-02-07,10,SI - STD Pay @ 100%
2021-02-08,9.4,SIE - STD Pay @ 100% Incident End
2021-10-20,9.9,SIE - STD Pay @ 100% Incident End
2021-03-05,10,SI - STD Pay @ 100%
2021-03-06,14,SI - STD Pay @ 100%
2021-03-07,14,SIE - STD Pay @ 100% Incident End
2021-08-05,10,SI - STD Pay @ 100%
2021-08-06,10,SIE - STD Pay @ 100% Incident End
2021-07-14,10,SI - STD Pay @ 100%
2021-07-15,10,SI - STD Pay @ 100%
2021-07-16,10,SI - STD Pay @ 100%
2021-07-18,10,SI - STD Pay @ 100%
2021-07-19,10,SI - STD Pay @ 100%
2021-07-20,10,SI - STD Pay @ 100%
2021-07-21,10,SIE - STD Pay @ 100% Incident End
2021-10-20,10,SI - STD Pay @ 100%
2021-10-21,10,SI - STD Pay @ 100%
2021-10-22,10,SI - STD Pay @ 100%
2021-10-23,10,SI - STD Pay @ 100%
2021-10-25,8,SI - STD Pay @ 100%
2021-10-26,8,SI - STD Pay @ 100%
2021-10-27,8,SI - STD Pay @ 100%
2021-10-28,8,SI - STD Pay @ 100%
2021-10-29,8,SI - STD Pay @ 100%
2021-11-01,8,SI - STD Pay @ 100%
2021-11-02,8,SI - STD Pay @ 100%
2021-11-03,8,SI - STD Pay @ 100%
2021-11-04,8,SI - STD Pay @ 100%
2021-11-05,8,SI - STD Pay @ 100%
2021-11-08,8,SI - STD Pay @ 100%
2021-11-09,8,SI - STD Pay @ 100%
2021-11-10,8,SI - STD Pay @ 100%
2021-11-11,8,SI - STD Pay @ 100%
2021-11-12,8,SI - STD Pay @ 100%
2021-11-15,8,SI - STD Pay @ 100%
2021-11-16,8,SI - STD Pay @ 100%
2021-11-17,8,SI - STD Pay @ 100%
2021-11-18,8,SI - STD Pay @ 100%
2021-11-19,8,SIE - STD Pay @ 100% Incident End
2021-12-05,10,SI - STD Pay @ 100%
2021-12-06,10,SI - STD Pay @ 100%
2021-12-07,10,SIE - STD Pay @ 100% Incident End
2021-09-01,7,SI - STD Pay @ 100%
2021-09-02,10,SIE - STD Pay @ 100% Incident End
2021-05-17,10,SI - STD Pay @ 100%
2021-05-18,10,SI - STD Pay @ 100%
2021-05-19,14,SI - STD Pay @ 100%
2021-05-20,14,SIE - STD Pay @ 100% Incident End
2021-09-24,14,SI - STD Pay @ 100%
2021-09-25,14,SIE - STD Pay @ 100% Incident End
2021-01-01,10,SI - STD Pay @ 100%
2021-01-02,10,SIE - STD Pay @ 100% Incident End
2021-07-05,14,SIE - STD Pay @ 100% Incident End
2021-03-10,10,SI - STD Pay @ 100%
2021-03-11,10,SI - STD Pay @ 100%
2021-03-12,14,SI - STD Pay @ 100%
2021-03-13,14,SIE - STD Pay @ 100% Incident End
2021-11-19,14,SI - STD Pay @ 100%
2021-11-20,14,SIE - STD Pay @ 100% Incident End
2021-12-29,8,SI - STD Pay @ 100%
2021-12-30,8,SI - STD Pay @ 100%
2021-12-31,8,SIE - STD Pay @ 100% Incident End
2021-06-12,14,SI - STD Pay @ 100%
2021-06-13,14,SIE - STD Pay @ 100% Incident End
2021-12-19,10,SI - STD Pay @ 100%
2021-12-20,10,SI - STD Pay @ 100%
2021-12-21,14,SI - STD Pay @ 100%
2021-12-22,14,SIE - STD Pay @ 100% Incident End
2021-04-21,7.5,SIE - STD Pay @ 100% Incident End
2021-10-14,2.5,SI - STD Pay @ 100%
2021-10-15,7.5,SIE - STD Pay @ 100% Incident End
2021-10-25,6.75,SI - STD Pay @ 100%
2021-10-26,6.75,SI - STD Pay @ 100%
2021-10-27,6.75,SI - STD Pay @ 100%
2021-10-28,6.75,SI - STD Pay @ 100%
2021-10-29,6.75,SI - STD Pay @ 100%
2021-11-01,6.75,SI - STD Pay @ 100%
2021-11-02,6.75,SI - STD Pay @ 100%
2021-11-03,6.75,SI - STD Pay @ 100%
2021-11-04,6.75,SI - STD Pay @ 100%
2021-11-05,6.75,SI - STD Pay @ 100%
2021-11-08,6.75,SI - STD Pay @ 100%
2021-11-09,6.75,SI - STD Pay @ 100%
2021-11-10,6.75,SI - STD Pay @ 100%
2021-11-11,6.75,SI - STD Pay @ 100%
2021-11-12,6.75,SI - STD Pay @ 100%
2021-11-15,6.75,SI - STD Pay @ 100%
2021-11-16,6.75,SI - STD Pay @ 100%
2021-11-17,6.75,SI - STD Pay @ 100%
2021-11-18,6.75,SI - STD Pay @ 100%
2021-11-19,6.75,SI - STD Pay @ 100%
2021-11-22,6.75,SI - STD Pay @ 100%
2021-11-23,6.75,SI - STD Pay @ 100%
2021-11-24,6.75,SI - STD Pay @ 100%
2021-11-25,6.75,SI - STD Pay @ 100%
2021-11-26,6.75,SI - STD Pay @ 100%
2021-11-29,6.75,SI - STD Pay @ 100%
2021-11-30,6.75,SI - STD Pay @ 100%
2021-12-01,6.75,SI - STD Pay @ 100%
2021-12-02,6.75,SI - STD Pay @ 100%
2021-12-03,6.75,SI - STD Pay @ 100%
2021-12-20,6.75,SI - STD Pay @ 100%
2021-12-21,6.75,SI - STD Pay @ 100%
2021-12-22,6.75,SI - STD Pay @ 100%
2021-12-23,6.75,SI - STD Pay @ 100%
2021-12-24,6.75,SI - STD Pay @ 100%
2021-12-27,6.75,SI - STD Pay @ 100%
2021-12-28,6.75,SI - STD Pay @ 100%
2021-12-29,6.75,SI - STD Pay @ 100%
2021-12-30,6.75,SI - STD Pay @ 100%
2021-12-31,6.75,SI - STD Pay @ 100%
2021-01-01,8,SI - STD Pay @ 100%
2021-01-04,8,SI - STD Pay @ 100%
2021-01-05,8,SI - STD Pay @ 100%
2021-01-06,8,SI - STD Pay @ 100%
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SI - STD Pay @ 100%
2021-01-11,8,SI - STD Pay @ 100%
2021-01-12,8,SI - STD Pay @ 100%
2021-01-13,8,SI - STD Pay @ 100%
2021-01-14,8,SI - STD Pay @ 100%
2021-01-15,8,SIE - STD Pay @ 100% Incident End
2021-01-18,8,SIE - STD Pay @ 100% Incident End
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SI - STD Pay @ 100%
2021-09-02,8,SI - STD Pay @ 100%
2021-09-03,8,SIE - STD Pay @ 100% Incident End
2021-09-20,8,SI - STD Pay @ 100%
2021-09-21,8,SI - STD Pay @ 100%
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SI - STD Pay @ 100%
2021-09-24,8,SI - STD Pay @ 100%
2021-09-27,8,SI - STD Pay @ 100%
2021-09-28,8,SI - STD Pay @ 100%
2021-10-06,8,SI - STD Pay @ 100%
2021-10-07,8,SI - STD Pay @ 100%
2021-10-08,8,SI - STD Pay @ 100%
2021-10-11,8,SI - STD Pay @ 100%
2021-10-12,8,SI - STD Pay @ 100%
2021-10-13,8,SI - STD Pay @ 100%
2021-10-14,8,SI - STD Pay @ 100%
2021-10-15,8,SI - STD Pay @ 100%
2021-10-18,8,SI - STD Pay @ 100%
2021-10-19,8,SI - STD Pay @ 100%
2021-10-20,8,SI - STD Pay @ 100%
2021-10-21,8,SI - STD Pay @ 100%
2021-10-22,8,SI - STD Pay @ 100%
2021-10-25,8,SI - STD Pay @ 100%
2021-10-26,8,SI - STD Pay @ 100%
2021-10-27,8,SI - STD Pay @ 100%
2021-10-28,8,SI - STD Pay @ 100%
2021-10-29,8,SI - STD Pay @ 100%
2021-11-01,8,SI - STD Pay @ 100%
2021-11-02,8,SI - STD Pay @ 100%
2021-11-03,8,SI - STD Pay @ 100%
2021-11-04,8,SI - STD Pay @ 100%
2021-11-05,8,SI - STD Pay @ 100%
2021-11-08,8,SI - STD Pay @ 100%
2021-11-09,8,SI - STD Pay @ 100%
2021-11-10,8,SI - STD Pay @ 100%
2021-11-11,8,SI - STD Pay @ 100%
2021-11-12,8,SI - STD Pay @ 100%
2021-11-15,8,SI - STD Pay @ 100%
2021-11-16,8,SI - STD Pay @ 100%
2021-11-17,8,SI - STD Pay @ 100%
2021-11-18,8,SI - STD Pay @ 100%
2021-11-19,8,SI - STD Pay @ 100%
2021-11-22,8,SI - STD Pay @ 100%
2021-11-23,8,SI - STD Pay @ 100%
2021-11-24,8,SI - STD Pay @ 100%
2021-11-25,8,SI - STD Pay @ 100%
2021-11-26,8,SI - STD Pay @ 100%
2021-11-29,8,SI - STD Pay @ 100%
2021-11-30,8,SI - STD Pay @ 100%
2021-12-01,8,SI - STD Pay @ 100%
2021-12-02,8,SI - STD Pay @ 100%
2021-12-03,8,SI - STD Pay @ 100%
2021-12-06,8,SI - STD Pay @ 100%
2021-12-07,8,SI - STD Pay @ 100%
2021-12-08,8,SI - STD Pay @ 100%
2021-12-09,8,SI - STD Pay @ 100%
2021-12-10,8,SI - STD Pay @ 100%
2021-12-13,8,SI - STD Pay @ 100%
2021-12-14,8,SI - STD Pay @ 100%
2021-12-15,8,SI - STD Pay @ 100%
2021-12-16,8,SI - STD Pay @ 100%
2021-12-17,8,SI - STD Pay @ 100%
2021-12-20,8,SI - STD Pay @ 100%
2021-12-21,8,SI - STD Pay @ 100%
2021-12-22,8,SI - STD Pay @ 100%
2021-12-23,8,SI - STD Pay @ 100%
2021-12-24,8,SI - STD Pay @ 100%
2021-12-27,8,SI - STD Pay @ 100%
2021-12-28,8,SI - STD Pay @ 100%
2021-12-29,8,SI - STD Pay @ 100%
2021-12-30,8,SI - STD Pay @ 100%
2021-12-31,8,SI - STD Pay @ 100%
2021-01-03,10,SI - STD Pay @ 100%
2021-01-04,10,SI - STD Pay @ 100%
2021-01-05,10,SI - STD Pay @ 100%
2021-01-06,10,SIE - STD Pay @ 100% Incident End
2021-05-09,10,SI - STD Pay @ 100%
2021-05-10,10,SIE - STD Pay @ 100% Incident End
2021-07-11,8,SI - STD Pay @ 100%
2021-07-12,8,SI - STD Pay @ 100%
2021-07-13,8,SI - STD Pay @ 100%
2021-07-14,8,SI - STD Pay @ 100%
2021-07-15,8,SI - STD Pay @ 100%
2021-07-18,8,SI - STD Pay @ 100%
2021-07-19,8,SI - STD Pay @ 100%
2021-07-20,8,SI - STD Pay @ 100%
2021-07-21,8,SI - STD Pay @ 100%
2021-07-22,8,SI - STD Pay @ 100%
2021-07-25,8,SI - STD Pay @ 100%
2021-07-26,8,SI - STD Pay @ 100%
2021-07-27,8,SI - STD Pay @ 100%
2021-07-28,8,SI - STD Pay @ 100%
2021-07-29,8,SI - STD Pay @ 100%
2021-08-02,8,SI - STD Pay @ 100%
2021-08-03,8,SI - STD Pay @ 100%
2021-08-04,8,SI - STD Pay @ 100%
2021-08-05,8,SI - STD Pay @ 100%
2021-08-06,8,SI - STD Pay @ 100%
2021-08-09,8,SI - STD Pay @ 100%
2021-08-10,8,SI - STD Pay @ 100%
2021-08-11,8,SI - STD Pay @ 100%
2021-08-12,8,SI - STD Pay @ 100%
2021-08-13,8,SI - STD Pay @ 100%
2021-08-16,8,SI - STD Pay @ 100%
2021-08-17,8,SI - STD Pay @ 100%
2021-08-18,8,SI - STD Pay @ 100%
2021-08-19,8,SI - STD Pay @ 100%
2021-08-20,8,SI - STD Pay @ 100%
2021-08-23,8,SI - STD Pay @ 100%
2021-08-24,8,SI - STD Pay @ 100%
2021-08-25,8,SI - STD Pay @ 100%
2021-08-26,8,SI - STD Pay @ 100%
2021-08-27,8,SI - STD Pay @ 100%
2021-08-30,8,SI - STD Pay @ 100%
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SI - STD Pay @ 100%
2021-09-02,8,SI - STD Pay @ 100%
2021-09-03,8,SI - STD Pay @ 100%
2021-09-06,8,SI - STD Pay @ 100%
2021-09-07,8,SI - STD Pay @ 100%
2021-09-08,8,SI - STD Pay @ 100%
2021-09-09,8,SI - STD Pay @ 100%
2021-09-10,8,SIE - STD Pay @ 100% Incident End
2021-10-07,8,SIE - STD Pay @ 100% Incident End
2021-11-22,8,S7 - STD Pay @75%
2021-11-23,8,S7 - STD Pay @75%
2021-11-24,8,S7 - STD Pay @75%
2021-11-25,8,S7 - STD Pay @75%
2021-11-26,8,S7E - STD Pay @ 75% Incident End
2021-12-13,2,S7 - STD Pay @75%
2021-12-14,8,S7 - STD Pay @75%
2021-12-15,8,S7 - STD Pay @75%
2021-12-16,8,S7 - STD Pay @75%
2021-12-17,8,S7 - STD Pay @75%
2021-12-20,8,S7 - STD Pay @75%
2021-12-21,8,S7 - STD Pay @75%
2021-12-22,8,S7 - STD Pay @75%
2021-12-23,8,S7 - STD Pay @75%
2021-12-24,8,S7 - STD Pay @75%
2021-12-27,8,S7 - STD Pay @75%
2021-12-28,8,S7 - STD Pay @75%
2021-12-29,8,S7 - STD Pay @75%
2021-12-30,8,S7 - STD Pay @75%
2021-12-31,8,S7 - STD Pay @75%
2021-08-24,10,SI - STD Pay @ 100%
2021-08-25,14,SI - STD Pay @ 100%
2021-08-26,14,SIE - STD Pay @ 100% Incident End
2021-05-09,8,SIE - STD Pay @ 100% Incident End
2021-06-19,8,SIE - STD Pay @ 100% Incident End
2021-12-15,10,SI - STD Pay @ 100%
2021-12-16,10,SI - STD Pay @ 100%
2021-12-17,14,SI - STD Pay @ 100%
2021-12-18,14,SIE - STD Pay @ 100% Incident End
2021-06-14,8,SI - STD Pay @ 100%
2021-06-15,8,SI - STD Pay @ 100%
2021-06-16,8,SI - STD Pay @ 100%
2021-06-17,8,SIE - STD Pay @ 100% Incident End
2021-09-20,8,SI - STD Pay @ 100%
2021-09-21,8,SI - STD Pay @ 100%
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SI - STD Pay @ 100%
2021-09-24,8,SI - STD Pay @ 100%
2021-09-27,8,SI - STD Pay @ 100%
2021-09-28,8,SI - STD Pay @ 100%
2021-09-29,8,SI - STD Pay @ 100%
2021-09-30,8,SI - STD Pay @ 100%
2021-10-01,8,SI - STD Pay @ 100%
2021-10-04,8,SI - STD Pay @ 100%
2021-10-05,8,SI - STD Pay @ 100%
2021-10-06,8,SI - STD Pay @ 100%
2021-10-07,8,SI - STD Pay @ 100%
2021-10-08,8,SI - STD Pay @ 100%
2021-10-11,8,SI - STD Pay @ 100%
2021-10-12,8,SI - STD Pay @ 100%
2021-10-13,8,SI - STD Pay @ 100%
2021-10-14,8,SI - STD Pay @ 100%
2021-10-15,8,SI - STD Pay @ 100%
2021-10-18,8,SI - STD Pay @ 100%
2021-10-19,8,SI - STD Pay @ 100%
2021-10-20,8,SI - STD Pay @ 100%
2021-10-21,8,SI - STD Pay @ 100%
2021-10-22,8,SI - STD Pay @ 100%
2021-10-25,8,SI - STD Pay @ 100%
2021-10-26,8,SI - STD Pay @ 100%
2021-10-27,8,SI - STD Pay @ 100%
2021-10-28,8,SI - STD Pay @ 100%
2021-10-29,8,SI - STD Pay @ 100%
2021-11-01,8,SI - STD Pay @ 100%
2021-11-02,8,SI - STD Pay @ 100%
2021-11-03,8,SI - STD Pay @ 100%
2021-11-04,8,SI - STD Pay @ 100%
2021-11-05,8,SI - STD Pay @ 100%
2021-11-08,8,SI - STD Pay @ 100%
2021-11-09,8,SI - STD Pay @ 100%
2021-11-10,8,SI - STD Pay @ 100%
2021-11-11,8,SI - STD Pay @ 100%
2021-11-12,8,SI - STD Pay @ 100%
2021-11-15,8,SI - STD Pay @ 100%
2021-11-16,8,SI - STD Pay @ 100%
2021-11-17,8,SI - STD Pay @ 100%
2021-11-18,8,SI - STD Pay @ 100%
2021-11-19,8,SI - STD Pay @ 100%
2021-11-22,8,SI - STD Pay @ 100%
2021-11-23,8,SI - STD Pay @ 100%
2021-11-24,8,SI - STD Pay @ 100%
2021-11-25,8,SI - STD Pay @ 100%
2021-11-26,8,SI - STD Pay @ 100%
2021-11-29,8,SI - STD Pay @ 100%
2021-11-30,8,SI - STD Pay @ 100%
2021-12-01,8,SI - STD Pay @ 100%
2021-12-02,8,SI - STD Pay @ 100%
2021-12-03,8,SI - STD Pay @ 100%
2021-12-06,8,SI - STD Pay @ 100%
2021-12-07,8,SI - STD Pay @ 100%
2021-12-08,8,SI - STD Pay @ 100%
2021-12-09,8,SI - STD Pay @ 100%
2021-12-10,8,SI - STD Pay @ 100%
2021-12-13,8,SI - STD Pay @ 100%
2021-12-14,8,SI - STD Pay @ 100%
2021-12-15,8,SI - STD Pay @ 100%
2021-12-16,8,SI - STD Pay @ 100%
2021-12-17,8,SI - STD Pay @ 100%
2021-12-20,8,SI - STD Pay @ 100%
2021-12-21,8,SI - STD Pay @ 100%
2021-12-22,8,SI - STD Pay @ 100%
2021-12-23,8,SI - STD Pay @ 100%
2021-12-24,8,SI - STD Pay @ 100%
2021-12-27,8,SI - STD Pay @ 100%
2021-12-28,8,SI - STD Pay @ 100%
2021-12-29,8,SI - STD Pay @ 100%
2021-12-30,8,SI - STD Pay @ 100%
2021-12-31,8,SI - STD Pay @ 100%
2021-11-25,8,SI - STD Pay @ 100%
2021-11-26,8,SIE - STD Pay @ 100% Incident End
2021-01-11,8,SIE - STD Pay @ 100% Incident End
2021-11-09,8,SIE - STD Pay @ 100% Incident End
2021-08-12,4,SI - STD Pay @ 100%
2021-08-13,4,SIE - STD Pay @ 100% Incident End
2021-07-21,10,SI - STD Pay @ 100%
2021-07-22,10,SI - STD Pay @ 100%
2021-07-23,10,SIE - STD Pay @ 100% Incident End
2021-11-16,10,SI - STD Pay @ 100%
2021-11-17,10,SI - STD Pay @ 100%
2021-11-18,10,SI - STD Pay @ 100%
2021-11-19,10,SIE - STD Pay @ 100% Incident End
2021-04-22,7.5,SI - STD Pay @ 100%
2021-04-23,7.5,SIE - STD Pay @ 100% Incident End
2021-08-24,7.5,SIE - STD Pay @ 100% Incident End
2021-09-13,7.5,SIE - STD Pay @ 100% Incident End
2021-10-26,2,SI - STD Pay @ 100%
2021-10-29,3,SI - STD Pay @ 100%
2021-11-03,0.5,SI - STD Pay @ 100%
2021-11-05,1.5,SIE - STD Pay @ 100% Incident End
2021-11-08,6.75,S7 - STD Pay @75%
2021-11-09,6.75,S7 - STD Pay @75%
2021-11-10,6.75,S7 - STD Pay @75%
2021-11-11,6.75,S7 - STD Pay @75%
2021-11-12,6.75,S7 - STD Pay @75%
2021-11-15,6.75,S7 - STD Pay @75%
2021-11-16,6.75,S7 - STD Pay @75%
2021-11-17,6.75,S7 - STD Pay @75%
2021-11-18,6.75,S7 - STD Pay @75%
2021-11-19,6.75,S7 - STD Pay @75%
2021-11-22,6.75,S7 - STD Pay @75%
2021-11-23,6.75,S7 - STD Pay @75%
2021-11-24,6.75,S7 - STD Pay @75%
2021-11-25,6.75,S7 - STD Pay @75%
2021-11-26,6.75,S7 - STD Pay @75%
2021-11-29,6.75,S7 - STD Pay @75%
2021-11-30,6.75,S7 - STD Pay @75%
2021-12-01,6.75,S7 - STD Pay @75%
2021-12-02,6.75,S7 - STD Pay @75%
2021-12-03,6.75,S7 - STD Pay @75%
2021-12-06,6.75,S7 - STD Pay @75%
2021-12-07,6.75,S7 - STD Pay @75%
2021-12-08,6.75,S7 - STD Pay @75%
2021-12-09,6.75,S7 - STD Pay @75%
2021-12-10,6.75,S7 - STD Pay @75%
2021-12-13,6.75,S7 - STD Pay @75%
2021-12-14,6.75,S7 - STD Pay @75%
2021-12-15,6.75,S7 - STD Pay @75%
2021-12-16,6.75,S7 - STD Pay @75%
2021-12-17,6.75,S7 - STD Pay @75%
2021-12-20,6.75,S7 - STD Pay @75%
2021-12-21,6.75,S7 - STD Pay @75%
2021-12-22,6.75,S7 - STD Pay @75%
2021-12-23,6.75,S7 - STD Pay @75%
2021-12-24,6.75,S7 - STD Pay @75%
2021-12-27,6.75,S7 - STD Pay @75%
2021-12-28,6.75,S7 - STD Pay @75%
2021-12-29,6.75,S7 - STD Pay @75%
2021-12-30,6.75,S7 - STD Pay @75%
2021-12-31,6.75,S7 - STD Pay @75%
2021-10-04,8,SI - STD Pay @ 100%
2021-10-05,8,SI - STD Pay @ 100%
2021-10-06,8,SIE - STD Pay @ 100% Incident End
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SI - STD Pay @ 100%
2021-05-12,8,SI - STD Pay @ 100%
2021-05-13,8,SI - STD Pay @ 100%
2021-05-14,8,SIE - STD Pay @ 100% Incident End
2021-04-27,8,SIE - STD Pay @ 100% Incident End
2021-06-23,8,SIE - STD Pay @ 100% Incident End
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SIE - STD Pay @ 100% Incident End
2021-12-22,8,SIE - STD Pay @ 100% Incident End
2021-08-09,8,S9 - STD Pay @ 90%
2021-08-10,8,S9 - STD Pay @ 90%
2021-08-11,8,S9 - STD Pay @ 90%
2021-08-12,8,S9E - STD Pay @ 90% Incident End
2021-11-06,8,S9 - STD Pay @ 90%
2021-11-07,8,S9 - STD Pay @ 90%
2021-11-08,8,S9 - STD Pay @ 90%
2021-11-09,8,S9 - STD Pay @ 90%
2021-11-10,8,S9E - STD Pay @ 90% Incident End
2021-04-22,8,S9E - STD Pay @ 90% Incident End
2021-09-22,8,S9E - STD Pay @ 90% Incident End
2021-11-01,8,S9E - STD Pay @ 90% Incident End
2021-11-22,8,S9 - STD Pay @ 90%
2021-11-23,8,S9E - STD Pay @ 90% Incident End
2021-10-19,8,SI - STD Pay @ 100%
2021-10-20,8,SIE - STD Pay @ 100% Incident End
2021-12-30,8,SI - STD Pay @ 100%
2021-12-31,8,SIE - STD Pay @ 100% Incident End
2021-02-05,6,SIE - STD Pay @ 100% Incident End
2021-05-12,8,SI - STD Pay @ 100%
2021-05-13,8,SI - STD Pay @ 100%
2021-05-14,8,SI - STD Pay @ 100%
2021-05-17,8,SI - STD Pay @ 100%
2021-05-18,8,SI - STD Pay @ 100%
2021-05-19,8,SI - STD Pay @ 100%
2021-05-20,8,SI - STD Pay @ 100%
2021-05-21,8,SI - STD Pay @ 100%
2021-05-24,8,SI - STD Pay @ 100%
2021-05-25,8,SI - STD Pay @ 100%
2021-05-26,8,SI - STD Pay @ 100%
2021-05-27,8,SI - STD Pay @ 100%
2021-05-28,8,SIE - STD Pay @ 100% Incident End
2021-09-14,9.4,SI - STD Pay @ 100%
2021-09-15,9.4,SI - STD Pay @ 100%
2021-09-16,9.4,SIE - STD Pay @ 100% Incident End
2021-10-27,9.4,SI - STD Pay @ 100%
2021-10-28,9.4,SIE - STD Pay @ 100% Incident End
2021-09-20,10,LS9 - Limited Sick @ 90%
2021-09-25,10,LS9 - Limited Sick @ 90%
2021-09-26,10,LS9 - Limited Sick @ 90%
2021-11-16,4.84,LS9 - Limited Sick @ 90%
2021-10-05,10,S9E - STD Pay @ 90% Incident End
2021-09-23,8,SIE - STD Pay @ 100% Incident End
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SI - STD Pay @ 100%
2021-03-15,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-22,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-05,8,SI - STD Pay @ 100%
2021-04-06,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-09,8,SI - STD Pay @ 100%
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-19,8,SI - STD Pay @ 100%
2021-04-20,8,SI - STD Pay @ 100%
2021-04-21,8,SI - STD Pay @ 100%
2021-04-22,8,SI - STD Pay @ 100%
2021-04-23,8,SI - STD Pay @ 100%
2021-04-26,8,SI - STD Pay @ 100%
2021-04-27,8,SI - STD Pay @ 100%
2021-04-28,8,SI - STD Pay @ 100%
2021-04-29,8,SI - STD Pay @ 100%
2021-04-30,8,SI - STD Pay @ 100%
2021-05-03,8,SI - STD Pay @ 100%
2021-05-04,8,SI - STD Pay @ 100%
2021-05-05,8,SI - STD Pay @ 100%
2021-05-06,8,SI - STD Pay @ 100%
2021-05-07,8,SI - STD Pay @ 100%
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SI - STD Pay @ 100%
2021-05-12,8,SI - STD Pay @ 100%
2021-05-13,8,SI - STD Pay @ 100%
2021-05-14,8,SI - STD Pay @ 100%
2021-05-17,8,SI - STD Pay @ 100%
2021-05-18,8,SI - STD Pay @ 100%
2021-05-19,8,SI - STD Pay @ 100%
